source;protocol;destination
CODICT;Web Service;PAM-GAPV5;
CODICT;Web Service;other_DG
CODICT;CONNEXION JDBC;Planning Tool for Committees
CODICT;CONNEXION JDBC;Prix Lux;
CODICT;Web Service;REDMAP;
CODICT;Web Service;other_DG
CODICT;DBLINK;other_DG
CODICT;DBLINK;SCHED
CODICT;DBLINK;SDA-BO
CODICT;Web Service;SEANCE EN DIRECT;
CODICT;CONNEXION JDBC;SIDES
CODICT;Web Service;other_DG
CODICT;DBLINK;STATSSCE-BO
CODICT;Web Service;STIB;
CODICT;DBLINK;other_DG
CODICT;DBLINK;TOP-BO
CODICT;Web Service;other_DG
CODICT;APPEL DE FONCTION;other_DG
CODICT;REPLICATION-IMPORT/EXPORT;other_DG
CODICT;CONNEXION JDBC;other_DG
CODICT;Web Service;XIDOC
CODICT;Web Service;other_DG
CODICT;Web Service;ACTES;
CODICT;VUE;APIE2;
CODICT;Web Service;BORNES;
CODICT;Web Service;CARTON
CODICT;CONNEXION JDBC;CARVIS;
CODICT;REPLICATION-SNAPSHOT;CODICT-BO
CODICT;DBLINK;other_DG
CODICT;Web Service;ELVIIS;
CODICT;DBLINK;EPDIR
CODICT;CONNEXION JDBC;EUROPARL-WebSdi;
CODICT;DBLINK;FINICS2K;
CODICT;DBLINK;FINORD;
CODICT;Web Service;FLEX;
CODICT;CONNEXION JDBC;GEDA
CODICT;APPEL DE FONCTION;GEDA
CODICT;Web Service;GEPRO+;
CODICT;DBLINK;other_DG
CODICT;LIEN AVEC D'AUTRES SERVICES;HERMES;
CODICT;Web Service;other_DG
CODICT;DBLINK;other_DG
CODICT;DBLINK;INVI;
CODICT;LIEN AVEC D'AUTRES SERVICES;other_DG
CODICT;DBLINK;ITER;
CODICT;DBLINK;MEPDG2-BO
CODICT;DBLINK;PAIE;
CODICT;Web Service;other_DG
CODICT;DBLINK;PAM-SIDEP;
CODICT;Web Service;PAMFORMEP;
CODICT;VUE;PAMFORMEP;
CODICT;APPEL DE FONCTION;PAMGAPFG;
CODICT;Web Service;PAMGAPFG;
CODICT;Web Service;PAMMIME;
CODICT;VUE;PAMMIME;
CODICT;VUE;PAMREMSO;
CODICT;Web Service;PAMREMSO;
CODICT;DBLINK;other_DG
CODICT;DBLINK;other_DG
CODICT;DBLINK;PROBO;
CODICT;Web Service;PROFIL;
CODICT;CONNEXION JDBC;PV
CODICT;DBLINK;REGISTRE;
CODICT;Web Service;Refonte Inside;
CODICT;Web Service;SEANCE EN DIRECT;
CODICT;DBLINK;STREAMLINE;
CODICT;DBLINK;TORIS;
CODICT;Web Service;DG_TRAD
CODICT;Web Service;other_DG
COVAS;Web Service;REDMAP
Planning Tool for Committees;Web Service;ITER
Planning Tool for Committees;CONNEXION JDBC;CODICT
Planning Tool for Committees;Web Service;ITER
CRE;RESSOURCE PARTAGEE;CRE Publication
CRE;CONNEXION JDBC;CRE Publication
CRE;APPEL DE FONCTION;EPADES2
CRE;DBLINK;other_DG
CRE;DBLINK;STATSSCE-BO
CRE;Web Service;other_DG
CRE;CONNEXION JDBC;META
CRE;CONNEXION JDBC;PV
CRE;LIEN AVEC D'AUTRES SERVICES;other_DG
CRE Publication;RESSOURCE PARTAGEE;other_DG
CRE Publication;Web Service;FILEBEANS
CRE Publication;Email;other_DG
CRE Publication;Web Service;CODICT
CRE Publication;CONNEXION JDBC;CRE
CRE Publication;RESSOURCE PARTAGEE;CRE
CRE Publication;Web Service;FILEBEANS
DM4EP;Web Service;other_DG
DM4EP;RESSOURCE PARTAGEE;DOCEP
DM4EP;Web Service;TOP
DM4EP;Web Service;other_DG
DM-XML;APPEL DE FONCTION;EPS-TPL
DM-XML;Web Service;FILEBEANS
DM-XML;Web Service;Trilogue Table Editor
DOCEP;TRANSFERT DE FICHIER;EPADES-REP;
DOCEP;APPEL DE FONCTION;REGISTRE
DOCEP;RESSOURCE PARTAGEE;DM4EP
DOCEP;APPEL DE FONCTION;REGISTRE;
DOCEP;RESSOURCE PARTAGEE;SCANPUSH
DOCEP;Web Service;TORIS
DOCEP;RESSOURCE PARTAGEE;XIDOC
SCANPUSH;RESSOURCE PARTAGEE;DOCEP
SCANPUSH;TRANSFERT DE FICHIER;EPADES-REP
SCANPUSH;TRANSFERT DE FICHIER;HEPA
SCANPUSH;Web Service;other_DG
SCANPUSH;Web Service;SCHED
Drafting Support Tool;Web Service;AT4AM
ELVIIS;Web Service;ALV;
ELVIIS;Web Service;CODICT;
ELVIIS;Email;META
ELVIIS;Email;SIMPLE
ELVIIS;Web Service;SCHED
EPADES-REP;TRANSFERT DE FICHIER;EPADCO;
EPADES-REP;TRANSFERT DE FICHIER;EPADIFF
EPADES-REP;Web Service;other_DG
EPADES-REP;TRANSFERT DE FICHIER;DOCEP;
EPADES-REP;TRANSFERT DE FICHIER;EPADCO;
EPADES-REP;TRANSFERT DE FICHIER;EPADES2ADMIN
EPADES-REP;TRANSFERT DE FICHIER;EPAPUBLIC;
EPADES-REP;LIEN AVEC D'AUTRES SERVICES;FILEBEANS;
EPADES-REP;TRANSFERT DE FICHIER;other_DG
EPADES-REP;TRANSFERT DE FICHIER;PV
EPADES-REP;TRANSFERT DE FICHIER;REGISTRE
EPADES-REP;TRANSFERT DE FICHIER;SCANPUSH
FILEBEANS;Web Service;ACTES
FILEBEANS;APPEL DE FONCTION;other_DG
FILEBEANS;Web Service;AT4AM
FILEBEANS;Web Service;other_DG
FILEBEANS;Web Service;CRE Publication
FILEBEANS;Web Service;other_DG
FILEBEANS;Web Service;other_DG
FILEBEANS;Web Service;DM-XML
FILEBEANS;Web Service;other_DG
FILEBEANS;LIEN AVEC D'AUTRES SERVICES;EPADES-REP;
FILEBEANS;Web Service;EPS-TPL
FILEBEANS;Web Service;EPgreffe
FILEBEANS;Web Service;other_DG
FILEBEANS;Web Service;ITER
FILEBEANS;Web Service;other_DG
FILEBEANS;Web Service;other_DG
FILEBEANS;Web Service;other_DG
FILEBEANS;Web Service;other_DG
FILEBEANS;Web Service;REDMAP
FILEBEANS;Web Service;REGISTRE
FILEBEANS;Web Service;other_DG
FILEBEANS;Web Service;T-FLOW
FILEBEANS;Web Service;TOP
FILEBEANS;Web Service;TORIS
FILEBEANS;Web Service;DG_TRAD
FILEBEANS;Web Service;CRE Publication
EPA2MAIL;Web Service;EPADES2
EPA2MAIL;Email;EPADES2
EPADCO;TRANSFERT DE FICHIER;EPADES-REP
EPADCO;TRANSFERT DE FICHIER;EPADES-REP;
EPADCO;Web Service;other_DG
EPADES2;Web Service;ACTES;
EPADES2;Email;other_DG
EPADES2;Email;EPA2MAIL
EPADES2;CONNEXION JDBC;EPADES2ADMIN
EPADES2;Email;EPADES2ADMIN
EPADES2;Email;EPADIFF
EPADES2;Email;EPAPUBLIC
EPADES2;DBLINK;EPARLIAMENT-BO
EPADES2;Email;EPS-TPL
EPADES2;Email;other_DG
EPADES2;Email;other_DG
EPADES2;Web Service;REDMAP;
EPADES2;Email;REDMAP
EPADES2;Email;TORIS
EPADES2;Web Service;ACTES
EPADES2;Web Service;AT4AM
EPADES2;APPEL DE FONCTION;CRE
EPADES2;Web Service;other_DG
EPADES2;Web Service;EPA2MAIL
EPADES2;Web Service;EPADES2ADMIN
EPADES2;CONNEXION JDBC;EPADES2ADMIN
EPADES2;Email;EPADES2ADMIN
EPADES2;Web Service;EPADIFF
EPADES2;Web Service;EPAPUBLIC;
EPADES2;Web Service;EPS-TPL
EPADES2;Web Service;GEPRO+
EPADES2;Web Service;other_DG
EPADES2;Web Service;ITER
EPADES2;Web Service;other_DG
EPADES2;APPEL DE FONCTION;other_DG
EPADES2;Web Service;PV
EPADES2;Web Service;other_DG
EPADES2;Web Service;SCHED
EPADES2;Web Service;TOP
EPADES2;Web Service;TORIS
EPADES2ADMIN;TRANSFERT DE FICHIER;EPADES-REP
EPADES2ADMIN;CONNEXION JDBC;EPADES2
EPADES2ADMIN;Web Service;EPADES2
EPADES2ADMIN;Email;EPADES2
EPADES2ADMIN;Email;EPADES2
EPADES2ADMIN;CONNEXION JDBC;EPADES2
EPADIFF;Web Service;EPADES2
EPADIFF;TRANSFERT DE FICHIER;EPADES-REP
EPADIFF;Email;EPADES2
EPAPUBLIC;TRANSFERT DE FICHIER;ACTES;
EPAPUBLIC;TRANSFERT DE FICHIER;EPADES-REP;
EPAPUBLIC;Web Service;EPADES2
EPAPUBLIC;Email;EPADES2
E-PETITION2;Univers;EPETITION2-BO;
E-PETITION2;APPEL DE FONCTION;GEDA
E-PETITION2;LIEN AVEC D'AUTRES SERVICES;HERMES;
E-PETITION2;Web Service;ITER
EPgreffe;Web Service;FILEBEANS
EPgreffe;Web Service;ITER
EPS-PSL;Web Service;PURE-XML
EPS-PSL;Web Service;Trilogue Table Editor
EPS-PSL;Web Service;PURE-XML
EPS-PSL;Web Service;Trilogue Table Editor
EPS-PSL;APPEL DE FONCTION;other_DG
EPS-TPL;Web Service;EPADES2
EPS-TPL;APPEL DE FONCTION;DM-XML
EPS-TPL;Email;EPADES2
EPS-TPL;Web Service;FILEBEANS
ESTEP;Web Service;FLUID
ESTEP;LIEN AVEC D'AUTRES SERVICES;FLUID
ESTEP;LIEN AVEC D'AUTRES SERVICES;GEPRO+
FLUID;LIEN AVEC D'AUTRES SERVICES;ESTEP
FLUID;Web Service;GEPRO+;
FLUID;APPEL DE FONCTION;T-FLOW
FLUID;Web Service;T-FLOW
FLUID;Web Service;other_DG
FLUID;Web Service;CODICT
FLUID;Web Service;ESTEP
FLUID;DBLINK;FINORD;
FLUID;Web Service;GEPRO+
FLUID;LIEN AVEC D'AUTRES SERVICES;GEPRO+;
FLUID;APPEL DE FONCTION;T-FLOW
GARM;APPEL DE FONCTION;GEPRO+;
GARM;Web Service;SOE2
GARM;APPEL DE FONCTION;SOE2
GEPRO+;Web Service;other_DG
GEPRO+;Web Service;CODICT;
GEPRO+;Web Service;EPADES2
GEPRO+;LIEN AVEC D'AUTRES SERVICES;ESTEP
GEPRO+;Web Service;FLUID
GEPRO+;LIEN AVEC D'AUTRES SERVICES;FLUID;
GEPRO+;Web Service;FLUID+;
GEPRO+;LIEN AVEC D'AUTRES SERVICES;FLUID+;
GEPRO+;RESSOURCE PARTAGEE;GEPRO+BO;
GEPRO+;Web Service;IPMS;
GEPRO+;LIEN AVEC D'AUTRES SERVICES;SIRIUS;
GEPRO+;Web Service;other_DG
GEPRO+;Web Service;other_DG
GEPRO+;LIEN AVEC D'AUTRES SERVICES;T-FLOW
GEPRO+;Web Service;other_DG
GEPRO+;Email;other_DG
GEPRO+;Web Service;FLUID;
GEPRO+;Web Service;FLUID+;
GEPRO+;APPEL DE FONCTION;GARM;
GEPRO+;RESSOURCE PARTAGEE;GEPRO+BO;
GEPRO+;Web Service;other_DG
GEPRO+;APPEL DE FONCTION;ITER;
GEPRO+;APPEL DE FONCTION;other_DG
GEPRO+;Web Service;other_DG
GEPRO+;Web Service;other_DG
GEPRO+;LIEN AVEC D'AUTRES SERVICES;T-FLOW
GEPRO+;APPEL DE FONCTION;TOP
PROFIL;Web Service;CODICT;
PROFIL;LIEN AVEC D'AUTRES SERVICES;T-FLOW;
PROFIL;APPEL DE FONCTION;TFLOW / PROFIL - BO;
PROFIL;RESSOURCE PARTAGEE;other_DG
PROFIL;LIEN AVEC D'AUTRES SERVICES;T-FLOW
SOE2;APPEL DE FONCTION;GARM
SOE2;Web Service;GARM
T-FLOW;APPEL DE FONCTION;FLUID
T-FLOW;LIEN AVEC D'AUTRES SERVICES;GEPRO+
T-FLOW;LIEN AVEC D'AUTRES SERVICES;PROFIL;
T-FLOW;APPEL DE FONCTION;other_DG
T-FLOW;Web Service;FILEBEANS
T-FLOW;APPEL DE FONCTION;FLUID
T-FLOW;Web Service;FLUID
T-FLOW;Web Service;other_DG
T-FLOW;LIEN AVEC D'AUTRES SERVICES;GEPRO+
T-FLOW;LIEN AVEC D'AUTRES SERVICES;PROFIL
HEPA;TRANSFERT DE FICHIER;SCANPUSH
ITER;Web Service;APIE2;
ITER;Web Service;AT4AM;
ITER;DBLINK;CODICT;
ITER;Web Service;CONNECT;
ITER;Web Service;E-PETITION2;
ITER;Web Service;EPADES2
ITER;Web Service;EPgreffe;
ITER;APPEL DE FONCTION;GEPRO+;
ITER;Web Service;ITER Reporting module;
ITER;DBLINK;OEIL / Atelier;
ITER;VUE;OEIL / Observatoire Legislatif;
ITER;Web Service;PLM-REP;
ITER;VUE;PROBO;
ITER;RESSOURCE PARTAGEE;PV
ITER;Web Service;Planning Tool for Committees
ITER;Web Service;SCHED
ITER;DBLINK;SDA;
ITER;Web Service;SIRIUS;
ITER;Web Service;TOP
ITER;Web Service;WPS;
ITER;RESSOURCE PARTAGEE;XIDOC
ITER;REPLICATION-IMPORT/EXPORT;CODICT;
ITER;Web Service;FILEBEANS
ITER;DBLINK;other_DG
ITER;REPLICATION-IMPORT/EXPORT;PERICLES core;
ITER;Web Service;PLM-REP;
ITER;VUE;PROBO
ITER;Web Service;Planning Tool for Committees
ITER;Web Service;TOP;
ITER;RESSOURCE PARTAGEE;XIDOC
ITERAPI;Web Service;REDMAP;
ITERAPI;Email;REDMAP
ITER Reporting module;Web Service;ITER
KM Portal;Web Service;CODICT;
KM Portal;Web Service;REDMAP
LDO;Email;CARTON
LDO;Email;SIMPLE
LDO;Email;CARTON
LDO;VUE;CODICT
LDO;Web Service;SCHED
LDO;Email;SIMPLE
PETIGREF;LIEN AVEC D'AUTRES SERVICES;other_DG
PROBO;DBLINK;CODICT;
PROBO;VUE;ITER
PROBO;VUE;ITER
PURE-XML;Web Service;EPS-PSL
PURE-XML;Web Service;other_DG
PURE-XML;Web Service;EPS-PSL
PV;CONNEXION JDBC;CODICT
PV;CONNEXION JDBC;CRE
PV;TRANSFERT DE FICHIER;EPADES-REP
PV;Web Service;EPADES2
PV;RESSOURCE PARTAGEE;ITER
PV;Web Service;SCHED
REDMAP;TRANSFERT DE FICHIER;APIE2;
REDMAP;Web Service;CONNECT;
REDMAP;Web Service;COVAS;
REDMAP;Web Service;DOCEO;
REDMAP;Web Service;KM Portal;
REDMAP;Web Service;MINA;
REDMAP;Web Service;REGISTRE;
REDMAP;Web Service;other_DG
REDMAP;Web Service;exPEdit;
REDMAP;Web Service;mySearch
REDMAP;Web Service;CODICT;
REDMAP;Web Service;CONNECT;
REDMAP;Email;other_DG
REDMAP;Email;other_DG
REDMAP;Web Service;EPADES2;
REDMAP;Email;EPADES2
REDMAP;Web Service;FILEBEANS
REDMAP;Web Service;ITERAPI;
REDMAP;Email;ITERAPI
REDMAP;VUE;PERICLES-Diffusion;
REDMAP;Email;other_DG
REDMAP;Web Service;PLM-REP;
REDMAP;Web Service;QE2WEB;
REDMAP;Web Service;REGISTRE;
REDMAP;Web Service;SCHED;
REDMAP;Email;SCHED
REDMAP;Web Service;other_DG
REGISTRE;TRANSFERT DE FICHIER;APIE2
REGISTRE;DBLINK;CODICT;
REGISTRE;APPEL DE FONCTION;DOCEP;
REGISTRE;Web Service;other_DG
REGISTRE;TRANSFERT DE FICHIER;EPADES-REP
REGISTRE;Web Service;other_DG
REGISTRE;APPEL DE FONCTION;QE2WEB;
REGISTRE;Web Service;REDMAP;
REGISTRE;Web Service;other_DG
REGISTRE;Web Service;other_DG
REGISTRE;Web Service;APIE2;
REGISTRE;Web Service;other_DG
REGISTRE;APPEL DE FONCTION;DOCEP;
REGISTRE;Web Service;other_DG
REGISTRE;Web Service;FILEBEANS
REGISTRE;Web Service;other_DG
REGISTRE;CONNEXION JDBC;GEDA
REGISTRE;APPEL DE FONCTION;GEDA
REGISTRE;LIEN AVEC D'AUTRES SERVICES;HERMES;
REGISTRE;Web Service;LIBRARY WEBSITE;
REGISTRE;Web Service;QE2WEB;
REGISTRE;Web Service;REDMAP;
REGISTRE;LIEN AVEC D'AUTRES SERVICES;other_DG
REGISTRE;Web Service;SIB;
REGISTRE;APPEL DE FONCTION;SIDES
SCHED;Web Service;ACTES
SCHED;Web Service;APIE2
SCHED;Web Service;other_DG
SCHED;Web Service;other_DG
SCHED;Web Service;ELVIIS
SCHED;Web Service;EPADES2
SCHED;Web Service;LDO
SCHED;Web Service;META
SCHED;Web Service;PV
SCHED;Email;REDMAP
SCHED;Web Service;REDMAP;
SCHED;Web Service;SCANPUSH;
SCHED;Web Service;other_DG
SCHED;Email;SIMPLE;
SCHED;Web Service;TORIS
SCHED;Web Service;other_DG
SCHED;DBLINK;CODICT
SCHED;Web Service;ITER
SCHED;Email;TORIS
SCHED;Web Service;TORIS
SDA;Web Service;EUROPARL-AO;
SDA;VUE;OEIL / Observatoire Legislatif;
SDA;DBLINK;SDA-BO;
SDA;Email;SIMPLE
SDA;Web Service;ACTES;
SDA;DBLINK;ITER;
SDA;DBLINK;TORIS
mySearch;Web Service;REDMAP
CIBA;TRANSFERT DE FICHIER;ALV
SIMPLE;Email;ACTES
SIMPLE;Email;LDO
SIMPLE;Email;META
SIMPLE;APPEL DE FONCTION;other_DG
SIMPLE;Email;ACTES;
SIMPLE;Web Service;other_DG
META;CONNEXION JDBC;CRE
META;Email;other_DG
META;Email;CARTON
META;DBLINK;CODICT
META;Email;ELVIIS
META;Web Service;SCHED
META;Web Service;other_DG
META;Email;SIMPLE
TOP;Web Service;EPADES2
TOP;APPEL DE FONCTION;GEPRO+;
TOP;Web Service;ITER;
TOP;DBLINK;TOP-BO;
TOP;Email;TORIS-BO
TOP;Web Service;other_DG
TOP;Web Service;DM4EP
TOP;Web Service;FILEBEANS
TOP;Web Service;ITER
TOP;Email;TORIS
TORIS;DBLINK;CODICT;
TORIS;Web Service;DOCEP
TORIS;Web Service;EPADES2
TORIS;Email;SCHED
TORIS;Web Service;SCHED
TORIS;DBLINK;SDA;
TORIS;DBLINK;STATSSCE-BO;
TORIS;Email;TOP
TORIS;Email;EPADES2
TORIS;Web Service;FILEBEANS
TORIS;Web Service;SCHED
Trilogue Table Editor;Web Service;DM-XML
Trilogue Table Editor;Web Service;EPS-PSL
Trilogue Table Editor;Web Service;EPS-PSL
XIDOC;RESSOURCE PARTAGEE;DOCEP
XIDOC;RESSOURCE PARTAGEE;ITER
XIDOC;Web Service;CODICT
XIDOC;RESSOURCE PARTAGEE;ITER
